Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,AltitudeFromSea,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,TargetDistance,TargetVelocity,StageDeltaV,VesselDeltaV,Pressure,
406,1544,0,6.8,400,3.65,11.17,95083.72,-1173.91,412.44,-0.1,-35.17,99927,0,0.1,1745,11436886,1299.94,182,2190,0,
407,1545,0,0,400,3.65,11.17,94726.47,-1097.53,415.18,-0.1,-34.91,99927,0,0.1,1747,11435059,1298.38,182,2190,0,
408,1546,0,0,400,3.65,11.17,94559.99,-1097.62,416.43,-0.1,-34.79,99927,0,0.1,1748,11434236,1297.7,182,2190,0,
409,1547,0,0,400,3.65,11.17,94394.44,-1093.71,417.65,-0.1,-34.67,99927,0,0.1,1748,11433436,1297.05,182,2190,0,
410,1549,0,0,400,3.65,11.17,94066.71,-1035.76,420.02,-0.1,-34.45,99927,0,0.1,1750,11431902,1295.86,182,2190,0,
411,1549,0,0,400,3.65,11.17,93904.85,-1014.43,421.17,-0.1,-34.34,99927,0,0.1,1750,11431167,1295.3,182,2190,0,
412,1550,0,0,400,3.65,11.17,93744.53,-1007.27,422.29,-0.1,-34.23,99927,0,0.1,1751,11430452,1294.78,182,2190,0,
413,1551,0,0,400,3.65,11.17,93585.9,-1025.09,423.39,-0.1,-34.13,99927,0,0.1,1752,11429759,1294.28,182,2190,0,
415,1552,0,0,400,3.65,11.17,93274.28,-1070.01,425.5,-0.1,-33.93,99927,0,0.1,1753,11428433,1293.37,182,2190,0,
416,1554,0,0,400,3.65,11.17,92971.08,-1042.29,427.52,-0.1,-33.73,99927,0,0.1,1754,11427186,1292.55,182,2190,0,
417,1554,0,0,400,3.65,11.17,92822.97,-1043.76,428.48,-0.1,-33.64,99927,0,0.1,1755,11426593,1292.17,182,2190,0,
418,1556,0,0,400,3.65,11.17,92534.37,-1094.04,430.34,-0.1,-33.46,99927,0,0.1,1756,11425461,1291.49,182,2190,0,
419,1556,0,0,400,3.65,11.17,92394.12,-1091.9,431.23,-0.1,-33.38,99927,0,0.1,1757,11424924,1291.17,182,2190,0,
420,1557,0,0,400,3.65,11.17,92256.73,-1075.62,432.1,-0.1,-33.3,99927,0,0.1,1757,11424405,1290.88,182,2190,0,
421,1558,0,0,400,3.65,11.17,91990.98,-1091.86,433.75,-0.1,-33.14,99927,0,0.1,1758,11423421,1290.35,182,2190,0,
422,1559,0,0,400,3.65,11.17,91862.83,-1131.79,434.54,-0.1,-33.06,99927,0,0.1,1759,11422956,1290.1,182,2190,0,
423,1561,0,0,400,3.65,11.17,91498.52,-1127.57,436.75,-0.1,-32.85,99927,0,0.1,1760,11421665,1289.47,182,2190,0,
424,1561,0,0,400,3.65,11.17,91384.11,-1128.75,437.43,-0.1,-32.79,99927,0,0.1,1761,11421269,1289.28,182,2190,0,
425,1562,0,0,400,3.65,11.17,91166.38,-1115.29,438.72,-0.1,-32.66,99927,0,0.1,1762,11420527,1288.95,182,2190,0,
426,1563,0,0,400,3.65,11.17,90963.98,-1117.87,439.9,-0.1,-32.55,99927,0,0.1,1763,11419850,1288.67,182,2190,0,
427,1564,0,0,400,3.65,11.17,90690.48,-1141.5,441.48,-0.1,-32.4,99927,0,0.1,1764,11418955,1288.32,182,2190,0,
428,1565,0,0,400,3.65,11.17,90529,-1172.58,442.41,-0.1,-32.31,99927,0,0.1,1764,11418436,1288.13,182,2190,0,
429,1566,0,0,400,3.65,11.17,90319.28,-1158.81,443.6,-0.1,-32.2,99927,0,0.1,1765,11417775,1287.9,182,2190,0,
430,1567,0,0,400,3.65,11.17,90102.41,-1134.85,444.81,-0.1,-32.08,99927,0,0.1,1766,11417102,1287.68,182,2190,0,
431,1568,0,0,400,3.65,11.17,89901.96,-1111.93,445.92,-0.1,-31.98,99927,0,0.1,1767,11416492,1287.5,182,2190,0,
432,1569,0,6.91,400,3.65,11.17,89681.29,-1089.21,447.14,-0.1,-31.86,99927,0,0.1,1768,11415831,1287.32,181,2189,0,
433,1572,0,0,400,3.65,11.17,89157.12,-1070.61,449.97,-0.1,-31.59,99927,0,0.1,1770,11414315,1286.99,181,2189,0,
434,1573,0,0,400,3.65,11.17,88917.82,-1099.35,451.24,-0.1,-31.47,99927,0,0.1,1771,11413642,1286.87,181,2189,0,
435,1574,0,0,400,3.65,11.17,88680.95,-1111.98,452.49,-0.1,-31.35,99927,0,0.1,1772,11412989,1286.77,181,2189,0,
436,1576,0,0,400,3.65,11.17,88215.11,-1117.91,454.9,-0.1,-31.12,99927,0,0.1,1774,11411741,1286.65,181,2189,0,
437,1577,0,0,400,3.65,11.17,87986.46,-1083.51,456.07,-0.1,-31.01,99927,0,0.1,1775,11411145,1286.61,181,2189,0,
439,1579,0,0,400,3.65,11.17,87538.45,-1116.57,458.33,-0.1,-30.79,99927,0,0.1,1777,11410007,1286.59,181,2189,0,
440,1580,0,0,400,3.65,11.17,87319.38,-1119.03,459.42,-0.1,-30.69,99927,0,0.1,1778,11409464,1286.61,181,2189,0,
441,1581,0,0,400,3.65,11.17,87103.8,-1118.03,460.49,-0.1,-30.58,99927,0,0.1,1779,11408938,1286.64,181,2189,0,
442,1583,0,0,400,3.65,11.17,86683.61,-1094.95,462.54,-0.1,-30.39,99927,0,0.1,1781,11407938,1286.74,181,2189,0,
443,1584,0,0,400,3.65,11.17,86479.28,-1064.74,463.53,-0.1,-30.29,99927,0,0.1,1782,11407462,1286.81,181,2189,0,
444,1585,0,0,400,3.65,11.17,86278.95,-1066.49,464.49,-0.1,-30.2,99927,0,0.1,1782,11407003,1286.89,181,2189,0,
446,1588,0,0,400,3.65,11.17,85703.26,-1072.88,467.22,-0.1,-29.94,99927,0,0.1,1785,11405719,1287.18,181,2189,0,
447,1590,0,0,400,3.65,11.17,85341.7,-1073.83,468.91,-0.09,-29.78,99927,0,0.1,1786,11404939,1287.41,181,2189,0,
448,1590,0,0,400,3.65,11.17,85167.93,-1044.04,469.72,-0.09,-29.7,99927,0,0.1,1787,11404571,1287.53,181,2189,0,
449,1592,0,0,400,3.65,11.17,84834.88,-1041.35,471.25,-0.09,-29.56,99927,0,0.1,1788,11403879,1287.78,181,2189,0,
450,1593,0,0,400,3.65,11.17,84521.84,-1090.85,472.67,-0.09,-29.42,99927,0,0.1,1790,11403242,1288.04,181,2189,0,
451,1595,0,0,400,3.65,11.17,84229.53,-1126.97,473.99,-0.09,-29.29,99927,0,0.1,1791,11402660,1288.31,181,2189,0,
452,1596,0,0,400,3.65,11.17,83958.62,-1143.26,475.2,-0.09,-29.18,99927,0,0.1,1792,11402130,1288.58,181,2189,0,
453,1597,0,0,400,3.65,11.17,83709.75,-1180.85,476.31,-0.09,-29.07,99927,0,0.1,1793,11401652,1288.84,181,2189,0,
454,1599,0,0,400,3.65,11.17,83378.96,-1164.28,477.77,-0.09,-28.93,99927,0,0.1,1795,11401028,1289.2,181,2189,0,
455,1600,0,0,400,3.65,11.17,83019.82,-1163.2,479.33,-0.09,-28.78,99927,0,0.1,1796,11400368,1289.63,181,2189,0,
456,1602,0,0,400,3.65,11.17,82757.2,-1159.14,480.47,-0.09,-28.68,99927,0,0.1,1797,11399895,1289.95,181,2189,0,
457,1603,0,0,400,3.65,11.17,82549.08,-1157.96,481.37,-0.09,-28.59,99927,0,0.1,1798,11399524,1290.22,181,2189,0,
458,1604,0,7.07,400,3.65,11.16,82258.5,-1162.9,482.61,-0.09,-28.47,99927,0,0.1,1799,11399016,1290.61,180,2188,0,
459,1607,0,0,400,3.65,11.16,81563.4,-1234.98,485.54,-0.09,-28.19,99927,0,0.1,1802,11397841,1291.61,180,2188,0,
460,1609,0,0,400,3.65,11.16,81250.85,-1217.74,486.85,-0.09,-28.07,99927,0,0.1,1804,11397330,1292.09,180,2188,0,
461,1610,0,0,400,3.65,11.16,80942.25,-1161.31,488.13,-0.09,-27.94,99927,0,0.1,1805,11396835,1292.59,180,2188,0,
463,1614,0,0,400,3.65,11.16,80041.63,-1109.76,491.81,-0.09,-27.59,99927,0,0.1,1809,11395446,1294.12,180,2187,0,
464,1616,0,0,400,3.65,11.16,79750.34,-1090.89,492.98,-0.09,-27.48,99927,0,0.1,1810,11395013,1294.64,180,2187,0,
465,1617,0,0,400,3.65,11.16,79463.77,-1093.63,494.13,-0.09,-27.37,99927,0,0.1,1811,11394595,1295.17,180,2187,0,
466,1618,0,0,400,3.65,11.16,79182.05,-1090.73,495.25,-0.09,-27.26,99927,0,0.1,1812,11394192,1295.71,180,2187,0,
467,1620,0,0,400,3.65,11.16,78905.32,-1082.5,496.34,-0.09,-27.16,99927,0,0.1,1813,11393802,1296.24,180,2187,0,
468,1622,0,0,400,3.65,11.16,78367.43,-1087.99,498.46,-0.09,-26.96,99927,0,0.1,1816,11393065,1297.32,180,2187,0,
469,1623,0,0,400,3.65,11.16,78106.51,-1081.92,499.47,-0.09,-26.86,99927,0,0.1,1817,11392716,1297.86,180,2187,0,
470,1625,0,0,400,3.65,11.16,77851.12,-1093.29,500.46,-0.09,-26.77,99927,0,0.1,1818,11392381,1298.39,180,2187,0,
471,1627,0,0,400,3.65,11.16,77357.43,-1040.42,502.36,-0.09,-26.59,99927,0,0.1,1820,11391745,1299.46,180,2187,0,
472,1628,0,0,400,3.65,11.16,77119.37,-1042.8,503.27,-0.09,-26.5,99927,0,0.1,1821,11391447,1299.98,180,2187,0,
474,1631,0,0,400,3.65,11.16,76441.67,-1059.9,505.83,-0.09,-26.25,99927,0,0.1,1824,11390620,1301.52,180,2187,0,
475,1633,0,0,400,3.65,11.16,76021.35,-1063.88,507.41,-0.09,-26.1,99927,0,0.1,1826,11390126,1302.51,180,2187,0,
476,1636,0,0,400,3.65,11.16,75440.02,-1047.08,509.57,-0.09,-25.9,99927,0,0.1,1828,11389463,1303.91,180,2187,0,
477,1637,0,0,400,3.65,11.16,75259.71,-1068.65,510.23,-0.09,-25.83,99927,0,0.1,1829,11389263,1304.35,180,2187,0,
478,1638,0,0,400,3.65,11.16,74919.84,-1075.67,511.48,-0.09,-25.71,99927,0,0.1,1830,11388890,1305.2,180,2187,0,
479,1640,0,0,400,3.65,11.16,74608.09,-1061.5,512.62,-0.09,-25.61,99927,0,0.1,1832,11388556,1305.98,180,2187,0,
480,1642,0,0,400,3.65,11.16,74194.47,-1062.86,514.13,-0.09,-25.46,99927,0,0.1,1833,11388122,1307.05,180,2187,0,
481,1644,0,0,400,3.65,11.16,73746.33,-1141.41,515.74,-0.09,-25.31,99927,0,0.1,1835,11387667,1308.22,180,2187,0,
482,1645,0,0,400,3.65,11.16,73489.48,-1151.89,516.66,-0.09,-25.22,99927,0,0.1,1836,11387411,1308.91,180,2187,0,
483,1647,0,0,400,3.65,11.16,73183.91,-1134.08,517.75,-0.09,-25.12,99927,0,0.1,1838,11387112,1309.73,180,2187,0,
485,1653,0,0,400,3.65,11.16,71744.61,-1217.23,522.83,-0.09,-24.63,99926,0,0.1,1844,11385783,1313.75,179,2187,0,
486,1655,0,0,400,3.65,11.16,71365.16,-1233.35,524.15,-0.09,-24.51,99926,0,0.1,1845,11385452,1314.84,179,2187,0,
487,1657,0,0,400,3.65,11.16,70991.3,-1212.35,525.44,-0.09,-24.38,99926,0,0.1,1847,11385135,1315.94,179,2187,0,
488,1659,0,0,400,3.65,11.16,70623.18,-1171.95,526.7,-0.09,-24.26,99926,0,0.1,1849,11384831,1317.03,179,2187,0,
490,1662,0,0,400,3.65,11.16,69904.82,-1136.15,529.16,-0.09,-24.03,99926,0,0.1,1852,11384259,1319.19,179,2187,0,
491,1664,0,0,400,3.65,11.16,69554.86,-1146.01,530.34,-0.09,-23.91,99926,0,0.1,1853,11383990,1320.26,179,2187,0,
492,1667,0,0,400,3.65,11.16,68874.17,-1135.71,532.64,-0.09,-23.69,99926,0,0.1,1856,11383486,1322.38,179,2187,0,
493,1668,0,0,400,3.65,11.16,68543.69,-1107.72,533.74,-0.09,-23.59,99926,0,0.1,1857,11383250,1323.42,179,2187,0,
494,1670,0,0,400,3.65,11.16,68219.99,-1103.59,534.82,-0.09,-23.49,99926,0,0.1,1859,11383024,1324.46,179,2187,0,
495,1673,0,0,400,3.65,11.16,67593.41,-1118.18,536.89,-0.09,-23.29,99926,0,0.1,1861,11382602,1326.48,179,2187,0,
496,1674,0,0,400,3.65,11.16,67290.8,-1064.36,537.89,-0.09,-23.19,99926,0,0.1,1863,11382405,1327.47,179,2187,0,
497,1676,0,0,400,3.65,11.16,66995.47,-1057.08,538.86,-0.09,-23.1,99926,0,0.1,1864,11382216,1328.44,179,2187,0,
498,1678,0,0,400,3.65,11.16,66427.1,-1060.05,540.71,-0.09,-22.92,99926,0,0.1,1866,11381866,1330.33,179,2187,0,
499,1680,0,0,400,3.65,11.16,66154.3,-1040.75,541.6,-0.09,-22.84,99926,0,0.1,1868,11381703,1331.25,179,2187,0,
500,1682,0,0,400,3.65,11.16,65631.98,-1044.78,543.29,-0.09,-22.68,99926,0,0.1,1870,11381401,1333.02,179,2187,0,
501,1684,0,0,400,3.65,11.16,65141.41,-1014.53,544.86,-0.09,-22.53,99926,0,0.1,1872,11381128,1334.71,179,2187,0,
502,1687,0,0,400,3.65,11.16,64683.32,-1068.13,546.33,-0.09,-22.39,99926,0,0.1,1874,11380882,1336.3,179,2187,0,
503,1690,0,0,400,3.65,11.16,64058.69,-1086.13,548.31,-0.09,-22.2,99926,0,0.1,1876,11380563,1338.49,179,2187,0,
504,1690,0,0,400,3.65,11.16,63867.48,-1090.29,548.92,-0.09,-22.14,99926,0,0.1,1877,11380469,1339.17,179,2187,0,
505,1692,0,0,400,3.65,11.16,63510.95,-1057.62,550.04,-0.09,-22.03,99926,0,0.1,1879,11380296,1340.44,179,2187,0,
506,1694,0,0,400,3.65,11.16,63041.98,-1100.48,551.51,-0.09,-21.89,99926,0,0.1,1881,11380078,1342.12,179,2187,0,
507,1697,0,0,400,3.65,11.16,62439.65,-1093.18,553.4,-0.09,-21.71,99926,0,0.1,1883,11379810,1344.3,179,2187,0,
508,1698,0,0,400,3.65,11.16,62187.85,-1111.38,554.18,-0.09,-21.64,99926,0,0.1,1884,11379702,1345.23,179,2187,0,
509,1700,0.04,7.31,400,3.65,11.16,61810.46,-1111.3,555.35,-0.09,-21.53,99922,0,0.1,1886,11379545,1346.58,179,0,0,
510,1702,0.03,7.87,400,3.66,11.15,61303.61,-1063.6,556.91,-0.09,-21.38,99908,0,0.1,1888,11379344,1348.37,178,2185,0,
511,1705,0.01,7.65,400,3.66,11.15,60801.58,-1082.55,558.45,-0.09,-21.23,99892,0,0.1,1890,11379154,1350.15,177,2184,0,
512,1707,0.01,7.5,400,3.66,11.15,60335.02,-1059.84,559.88,-0.09,-21.09,99877,0,0.1,1892,11378986,1351.81,176,2183,0,
513,1709,0.01,7.51,400,3.66,11.14,59826.46,-1079.18,561.43,-0.09,-20.95,99859,0,0.11,1894,11378813,1353.64,174,2182,0,
514,1711,0.01,7.51,400,3.66,11.14,59354.14,-1107.35,562.86,-0.09,-20.81,99841,0,0.11,1896,11378659,1355.33,173,2181,0,
515,1714,0.01,7.52,400,3.66,11.13,58799.63,-1128.73,564.53,-0.09,-20.65,99817,0,0.11,1898,11378490,1357.32,172,2180,0,
516,1715,0.02,7.53,400,3.66,11.13,58361.32,-1083.96,565.85,-0.09,-20.52,99796,0,0.11,1900,11378364,1358.88,171,2179,0,
517,1718,0.02,7.54,400,3.67,11.13,57840.35,-1065.55,567.4,-0.09,-20.37,99770,0,0.11,1902,11378222,1360.73,170,2177,0,
518,1720,0.02,7.56,400,3.67,11.12,57316.16,-1066.25,568.96,-0.09,-20.23,99743,0,0.11,1904,11378089,1362.59,169,2176,0,
519,1722,0.02,7.58,400,3.67,11.12,56829.43,-1085.72,570.4,-0.08,-20.09,99718,0,0.11,1906,11377975,1364.32,168,2175,0,
520,1724,0.02,7.6,400,3.67,11.11,56339.95,-1082.62,571.85,-0.08,-19.95,99692,0,0.11,1908,11377866,1366.05,167,2174,0,
521,1726,0.02,7.62,400,3.67,11.11,55806.56,-1078.47,573.42,-0.08,-19.8,99664,0,0.11,1910,11377758,1367.94,166,2173,0.01,
522,1728,0.03,7.65,400,3.67,11.11,55311.31,-1080.36,574.87,-0.08,-19.66,99639,0,0.11,1912,11377665,1369.68,165,2172,0.01,
523,1731,0.03,7.69,400,3.67,11.1,54730,-1112.11,576.56,-0.08,-19.5,99612,0,0.11,1914,11377566,1371.72,163,2171,0.01,
524,1733,0.03,7.73,400,3.67,11.1,54228.69,-1138.95,578.01,-0.08,-19.36,99592,0,0.11,1916,11377489,1373.47,162,2170,0.01,
525,1735,0.04,7.78,400,3.68,11.09,53724.57,-1187.83,579.47,-0.08,-19.22,99574,0,0.11,1918,11377420,1375.23,161,2169,0.01,
526,1737,0.04,7.82,400,3.68,11.09,53217.6,-1207.77,580.93,-0.08,-19.08,99561,0,0.11,1919,11377358,1377.01,160,2168,0.01,
527,1739,0.04,7.88,400,3.68,11.09,52665.16,-1172.85,582.51,-0.08,-18.93,99551,0,0.12,1921,11377299,1378.93,159,2167,0.01,
528,1741,0.05,7.92,400,3.68,11.08,52152.21,-1137.74,583.97,-0.08,-18.79,99545,0,0.12,1923,11377254,1380.73,158,2166,0.01,
529,1744,0.05,7.97,400,3.68,11.08,51593.24,-1117.42,585.56,-0.08,-18.64,99542,0,0.12,1925,11377212,1382.69,157,2165,0.01,
530,1746,0.06,8,400,3.68,11.08,51030.87,-1085.91,587.15,-0.08,-18.49,99540,0,0.13,1927,11377180,1384.72,156,2164,0.01,
531,1748,0.05,8,400,3.68,11.07,50508.72,-1044.07,588.62,-0.08,-18.35,99540,0,0.13,1929,11377158,1386.63,155,2163,0.01,
532,1750,0.06,8.02,400,3.68,11.07,49983.63,-1026.06,590.09,-0.08,-18.21,99542,0,0.14,1931,11377144,1388.58,154,2162,0.02,
533,1753,0.06,8.03,400,3.69,11.06,49411.46,-1029.92,591.69,-0.08,-18.06,99543,0,0.15,1933,11377137,1390.74,153,2161,0.02,
534,1755,0.06,8,400,3.69,11.06,48880.21,-1041.95,593.16,-0.08,-17.91,99529,0,0.16,1935,11377139,1392.71,152,2160,0.02,
535,1757,0.06,7.92,399.99,3.69,11.06,48301.39,-1087.66,594.77,-0.08,-17.76,99492,0,0.17,1937,11377150,1394.82,151,2159,0.02,
536,1759,0.06,7.79,399.99,3.69,11.05,47764.09,-1118.38,596.25,-0.08,-17.62,99428,0,0.18,1939,11377168,1396.78,151,2158,0.02,
537,1761,0.07,7.63,399.99,3.69,11.05,47178.89,-1142.02,597.86,-0.08,-17.47,99328,0,0.2,1941,11377197,1398.88,150,2157,0.02,
538,1764,0.08,7.5,399.99,3.69,11.05,46590.55,-1133.45,599.47,-0.08,-17.31,99200,0,0.21,1943,11377233,1400.98,148,2156,0.03,
539,1766,0.09,7.4,399.99,3.69,11.04,46044.76,-1131.6,600.95,-0.08,-17.17,99062,0,0.23,1945,11377275,1402.93,147,2155,0.03,
540,1768,0.11,7.18,399.99,3.69,11.04,45462.97,-1163.49,602.54,-0.08,-17.02,98890,0,0.25,1947,11377328,1404.99,146,2153,0.03,
541,1770,0.12,7.09,399.99,3.69,11.04,44940.31,-1135.92,603.96,-0.08,-16.88,98705,0,0.26,1949,11377382,1406.78,145,2152,0.04,
542,1772,0.12,7.13,399.99,3.7,11.03,44376.42,-1113.98,605.48,-0.08,-16.74,98508,0,0.28,1950,11377446,1408.75,145,2152,0.04,
543,1774,0.11,7.19,399.99,3.7,11.03,43798.78,-1089.97,607.05,-0.08,-16.59,98316,0,0.3,1952,11377520,1410.83,144,2151,0.04,
544,1776,0.11,7.25,399.99,3.7,11.03,43207.22,-1079.23,608.64,-0.07,-16.44,98133,0,0.32,1954,11377603,1413.01,143,2150,0.05,
545,1778,0.1,7.31,399.99,3.7,11.02,42624.89,-1022.89,610.21,-0.07,-16.29,97958,0,0.34,1956,11377692,1415.15,142,2149,0.05,
546,1781,0.09,7.35,399.99,3.7,11.02,42051.86,-998.78,611.75,-0.07,-16.14,97788,0,0.35,1958,11377787,1417.24,141,2148,0.06,
547,1783,0.09,7.38,399.98,3.7,11.02,41464.69,-969.93,613.32,-0.07,-15.99,97613,0,0.36,1960,11377892,1419.35,140,2147,0.06,
548,1785,0.09,7.42,399.98,3.7,11.01,40875,-1001.03,614.89,-0.07,-15.84,97438,0,0.37,1962,11378005,1421.45,139,2146,0.07,
549,1787,0.08,7.47,399.98,3.7,11.01,40270.88,-1042.08,616.5,-0.07,-15.69,97262,0,0.37,1964,11378128,1423.6,138,2145,0.08,
550,1789,0.08,7.56,399.98,3.7,11.01,39687.88,-1080.34,618.05,-0.07,-15.54,97104,0,0.37,1966,11378255,1425.71,137,2144,0.08,
551,1791,0.07,7.68,399.98,3.71,11,39090.29,-1094.22,619.64,-0.07,-15.39,96962,0,0.37,1968,11378392,1427.93,136,2143,0.09,
552,1794,0.06,7.82,399.97,3.71,11,38489.9,-1071.63,621.22,-0.07,-15.24,96849,0,0.37,1970,11378537,1430.26,135,2141,0.1,
553,1796,0.05,7.82,399.97,3.71,10.99,37874.56,-1050.39,622.85,-0.07,-15.08,96755,0,0.37,1972,11378694,1432.8,134,2140,0.11,
554,1799,0.04,7.9,399.97,3.71,10.99,37280.69,-1015.65,624.41,-0.06,-14.93,96682,0,0.38,1975,11378853,1435.4,133,2139,0.12,
555,1801,0.04,7.95,399.97,3.71,10.99,36671.96,-1012.28,626,-0.06,-14.78,96611,0,0.38,1977,11379024,1438.04,132,2138,0.13,
556,1804,0.08,7.9,399.96,3.71,10.98,36060.35,-999.51,627.6,-0.06,-14.63,96496,0,0.39,1979,11379203,1440.36,131,2137,0.15,
557,1805,0.15,7.82,399.96,3.71,10.98,35433.61,-970.8,629.23,-0.06,-14.47,96296,0,0.4,1981,11379394,1442.29,130,2136,0.16,
558,1807,0.23,7.8,399.95,3.71,10.98,34828.86,-992.04,630.8,-0.06,-14.32,96011,0,0.43,1982,11379586,1443.61,129,2135,0.18,
559,1807,0.31,7.9,399.95,3.71,10.98,34196.87,-1021.53,632.44,-0.06,-14.16,95618,0,0.48,1982,11379795,1444.41,129,2134,0.2,
560,1808,0.36,8.07,399.94,3.72,10.97,33574.85,-1046.3,634.05,-0.06,-14.01,95165,0,0.54,1982,11380008,1444.74,128,2133,0.22,
561,1808,0.35,8.15,399.94,3.72,10.97,32962.96,-1090.76,635.62,-0.06,-13.86,94724,0,0.6,1982,11380225,1444.99,128,2133,0.24,
562,1808,0.27,8.11,399.93,3.72,10.97,32336.13,-1081.43,637.23,-0.05,-13.71,94343,0,0.64,1982,11380454,1445.62,127,2132,0.27,
563,1809,0.19,8.08,399.93,3.72,10.97,31706.63,-1057.28,638.84,-0.05,-13.55,94056,0,0.66,1983,11380694,1446.88,127,2131,0.3,
564,1811,0.15,8.1,399.92,3.72,10.97,31074.26,-1033.59,640.45,-0.05,-13.4,93838,0,0.68,1984,11380941,1448.63,126,2130,0.33,
565,1813,0.17,8.11,399.91,3.72,10.96,30438.91,-1031.94,642.07,-0.05,-13.24,93619,0,0.69,1986,11381197,1450.42,125,2129,0.37,
566,1813,0.27,8.23,399.9,3.72,10.96,29787.86,-1007.35,643.71,-0.05,-13.09,93293,0,0.71,1986,11381468,1451.54,125,2128,0.42,
567,1813,0.43,8.54,399.88,3.72,10.96,29159.68,-929.96,645.3,-0.04,-12.94,92793,0,0.74,1986,11381736,1451.36,124,2126,0.46,
568,1811,0.58,8.84,399.87,3.72,10.96,28516.42,-840.2,646.92,-0.04,-12.78,92066,0,0.8,1984,11382019,1449.9,124,2125,0.52,
569,1809,0.55,8.4,399.85,3.72,10.95,27845.44,-400.97,648.6,-0.04,-12.62,91199,0,0.87,1981,11382321,1448.04,123,2124,0.59,
570,1808,0.41,7.92,399.84,3.72,10.95,27224.33,79.39,650.15,-0.04,-12.47,90515,0,0.91,1980,11382609,1447.21,122,2123,0.66,
571,1808,0.3,7.91,399.82,3.72,10.95,26575.17,297.2,651.76,-0.03,-12.32,89997,0,0.93,1980,11382917,1447.51,122,2121,0.74,
572,1808,0.33,8.04,399.79,3.72,10.95,25910.4,361.71,653.41,-0.03,-12.16,89510,0,0.95,1980,11383240,1448,121,2119,0.84,
573,1807,0.54,8.67,399.76,3.72,10.95,25269.34,169.72,654.99,-0.03,-12.01,88837,0,0.97,1978,11383559,1447.04,121,2118,0.94,
574,1803,0.86,10.35,399.73,3.72,10.94,24600.23,168.71,656.64,-0.02,-11.85,87754,0,1.02,1974,11383899,1443.27,120,2116,1.06,
575,1798,0.94,10.24,399.7,3.72,10.94,23943.14,-22.57,658.25,-0.02,-11.7,86401,0,1.09,1968,11384241,1438,119,2113,1.2,
576,1793,0.71,8.55,399.66,3.72,10.94,23285.32,291.62,659.86,-0.02,-11.55,85185,0,1.15,1963,11384591,1434.1,119,2111,1.36,
577,1791,0.5,7.7,399.62,3.72,10.94,22626.43,144.92,661.46,-0.01,-11.39,84298,0,1.16,1961,11384948,1432.46,118,2108,1.54,
578,1788,0.84,8.41,399.57,3.72,10.93,21979.84,-17.59,663.03,-0.01,-11.24,83116,0,1.17,1957,11385304,1429.16,117,2105,1.74,
579,1777,1.88,15.72,399.52,3.73,10.26,21308.03,25.52,664.67,-0.01,-11.09,80668,0,1.16,1947,11385682,1419.07,117,2508,1.98,
580,1750,3.73,32.05,399.44,3.97,10.25,20658.2,125.63,666.25,0,-10.94,75360,0,1.21,1919,11386051,1391.8,123,2504,2.24,
581,1712,4.61,40.13,399.37,3.97,10.25,20027.5,106.86,667.81,0,-10.79,68220,0,1.41,1881,11386412,1353.26,123,2499,2.53,
582,1677,3.76,32.96,399.29,3.97,10.25,19417.78,355.39,669.34,0,-10.64,62977,0,1.57,1847,11386763,1319.1,122,2494,2.84,
583,1640,4.72,41.57,399.22,3.97,10.25,18837.78,29.05,670.81,0.01,-10.5,57853,0,1.67,1810,11387098,1282.13,121,2489,3.17,
584,1594,5.14,45.52,399.12,3.97,10.25,18258.2,-23.39,672.31,0.01,-10.36,51961,0,1.86,1764,11387433,1236.03,120,2483,3.55,
585,1553,4.82,42.91,399.02,3.97,10.24,17724.83,-84.18,673.71,0.02,-10.22,47549,0,2.01,1723,11387741,1194.39,120,2477,3.94,
586,1505,5.7,50.99,398.92,3.97,10.24,17203.88,-199.58,675.11,0.02,-10.09,42911,0,2.19,1675,11388043,1146.37,119,2471,4.36,
587,1456,5.43,48.71,398.8,3.97,10.24,16709.75,-265.52,676.46,0.03,-9.96,38780,0,2.34,1626,11388329,1096.99,118,2464,4.8,
588,1407,5.65,50.76,398.69,3.97,10.24,16240.88,-324.52,677.78,0.04,-9.83,35231,0,2.47,1578,11388599,1047.84,118,2456,5.26,
589,1356,5.77,51.85,398.57,3.97,10.23,15798.3,-334.29,679.05,0.04,-9.71,31907,0,2.63,1527,11388853,996.42,117,2449,5.74,
590,1307,5.32,47.84,398.47,3.97,10.23,15381.02,-200.45,680.28,0.05,-9.6,29252,0,2.79,1479,11389091,948.06,117,2443,6.23,
591,1258,5.65,50.69,398.35,3.97,10.23,14987.34,-47.88,681.47,0.05,-9.48,26801,0,2.9,1430,11389313,898.76,116,2435,6.73,
592,1210,5.07,45.5,398.22,3.97,10.23,14610.39,-33.49,682.64,0.06,-9.37,24715,0,3.02,1382,11389525,850.65,115,2427,7.24,
593,1166,5.25,46.98,398.09,3.97,10.23,14268.84,39.37,683.72,0.07,-9.27,22997,0,3.15,1338,11389717,806,115,2420,7.75,
594,1121,4.91,43.9,397.96,3.97,10.22,13941.44,-91.07,684.79,0.07,-9.17,21413,0,3.27,1293,11389898,760.87,114,2412,8.26,
